current_frame,Angle1,Angle2,Angle3,Angle4
575,176.4,175.98,139.93,140.35
576,174.79,177.74,138.91,138.05
577,174.71,176.17,138.3,144.01
578,174.92,174.1,131.69,141.05
579,173.34,174.03,136.24,143.36
580,171.57,171.43,132.39,137.72
581,176.53,168.3,142.69,136.18
582,176.39,167.29,145.31,129.79
583,171.14,177.32,136.73,139.98
584,172.98,157.92,136.08,122.7
585,169.47,152.71,134.59,113.42
586,162.93,162.92,126.41,113.47
587,158.13,164.7,114.13,104.7
588,149.24,161.32,101.19,101.03
589,146.12,163.7,96.47,100.73
590,145.3,161.19,98.99,99.68
591,140.55,160.25,94.47,102.93
592,136.8,155.81,91.21,97.51
593,139.4,153.6,92.08,106.15
594,137.04,157.61,95.08,118.08
595,132.35,149.73,93.69,109.11
596,128.55,137.98,90.62,94.74
597,126.11,139.37,89.91,101.22
598,118.78,143.0,88.43,108.64
599,120.42,139.07,87.63,109.18
600,116.07,133.15,83.29,106.78
601,114.44,141.64,87.0,114.64
602,113.11,141.01,83.22,111.63
603,114.29,135.95,83.63,100.59
604,114.38,132.48,82.77,99.57
605,110.62,130.88,81.41,95.0
606,110.53,130.84,81.49,94.94
607,108.38,128.47,80.61,94.24
608,106.12,126.54,80.55,93.33
609,107.97,120.33,81.08,91.83
610,103.95,117.56,76.17,91.78
611,105.8,121.88,83.31,93.38
612,102.58,110.02,79.63,91.47
613,105.43,121.73,81.03,93.24
614,101.27,115.37,79.59,91.02
615,97.6,116.98,77.04,95.54
616,98.87,113.66,77.15,90.84
617,97.79,109.5,75.91,92.22
618,98.96,104.98,78.47,86.31
619,97.48,111.06,75.72,91.09
620,98.66,118.48,75.76,94.06
621,93.69,108.51,75.68,87.29
622,95.06,103.65,75.74,85.05
623,94.93,110.67,77.1,87.63
624,92.14,102.32,77.1,85.07
625,89.6,104.58,77.08,84.35
626,88.19,113.4,74.23,93.03
627,85.65,123.98,77.8,101.71
628,83.06,108.92,76.29,91.53
629,81.73,118.74,77.98,96.56
630,84.21,124.76,75.12,113.48
631,83.0,120.26,80.81,106.37
632,84.52,108.74,79.24,90.13
633,84.52,109.16,82.33,91.86
634,84.8,113.49,79.27,96.33
635,86.22,108.22,83.48,87.84
636,84.68,111.41,77.14,95.16
637,81.37,124.69,76.34,108.79
638,83.67,108.79,79.2,93.09
639,83.25,114.81,74.36,98.5
640,82.29,115.71,74.37,99.76
641,81.05,114.06,77.64,103.13
642,79.92,108.73,75.77,92.58
643,79.43,116.87,73.05,102.29
644,79.74,103.23,77.86,90.43
645,80.8,108.41,75.78,91.12
646,80.35,110.12,74.82,98.02
647,78.86,106.81,77.86,86.77
648,80.27,108.8,76.81,91.07
649,79.24,112.66,79.78,98.64
650,80.21,107.78,79.81,87.63
651,79.27,108.36,76.7,92.82
652,80.18,104.67,76.66,90.93
653,78.42,102.1,76.76,86.57
654,80.67,98.27,79.92,81.69
655,81.64,97.92,83.01,86.0
656,80.24,102.04,79.81,89.74
657,81.59,106.74,85.0,89.96
658,78.89,112.7,76.85,95.07
659,81.16,104.56,78.48,93.78
660,81.25,105.82,78.48,89.04
661,81.27,107.67,76.77,89.26
662,81.5,115.0,73.95,94.43
663,81.51,115.83,78.35,95.16
664,81.52,108.84,75.37,88.96
665,83.94,101.04,74.77,83.05
666,83.97,105.13,77.91,91.35
667,85.37,101.37,77.75,86.07
668,84.44,95.44,77.69,83.0
669,86.02,100.63,77.81,85.02
670,85.16,99.42,75.74,85.13
671,88.56,103.11,84.29,87.49
672,88.14,102.29,78.75,83.76
673,92.57,108.68,85.95,87.44
674,94.17,109.92,84.44,86.12
675,98.08,118.22,89.05,90.96
676,99.41,118.13,85.9,90.84
677,96.51,114.88,79.44,90.88
678,97.5,102.61,77.19,86.78
679,97.29,124.81,83.09,92.72
680,101.36,120.02,85.98,90.44
681,100.32,123.62,84.95,99.71
682,103.14,134.7,86.32,104.85
683,104.98,129.32,85.26,97.85
684,103.67,127.07,82.04,95.62
685,105.06,129.51,88.3,102.78
686,108.26,127.49,88.32,96.6
687,112.4,129.34,90.65,96.63
688,110.64,125.28,85.43,95.11
689,113.93,126.74,86.12,95.05
690,117.53,126.23,85.35,95.98
691,117.16,129.39,86.86,100.35
692,117.23,131.61,83.91,101.29
693,118.41,123.82,85.97,94.42
694,122.31,129.78,87.46,94.07
695,122.47,127.89,87.46,91.38
696,120.07,126.65,87.76,92.16
697,121.46,134.99,90.55,96.7
698,121.03,136.82,90.56,103.97
699,122.59,136.1,90.59,96.32
700,122.19,139.08,87.87,97.31
701,123.1,141.53,89.11,97.35
702,126.86,143.61,89.28,94.15
703,128.34,147.61,88.25,96.17
704,129.11,151.98,94.15,103.11
705,129.27,149.8,91.31,94.8
706,130.62,152.11,91.32,103.15
707,133.55,145.87,88.3,79.89
708,133.71,147.84,88.49,90.16
709,135.87,151.59,91.56,101.96
710,138.98,151.54,90.1,101.85
711,140.45,151.89,94.56,99.09
712,145.48,158.51,96.37,110.8
713,150.33,156.65,98.04,109.86
714,155.5,154.79,102.49,102.31
715,155.63,157.24,99.59,105.83
716,155.81,156.68,97.22,105.23
717,157.49,156.5,98.33,100.4
718,162.37,167.69,102.82,106.34
719,160.62,164.83,99.45,101.54
720,162.19,162.11,96.75,97.36
721,162.46,172.51,99.69,105.77
722,161.26,170.44,102.55,103.65
723,165.86,177.19,102.64,107.47
724,167.46,179.33,102.59,106.31
725,164.59,170.32,101.73,103.65
726,164.51,172.66,100.13,105.89
727,166.18,172.51,97.26,102.73
728,164.69,169.32,97.25,95.0
729,169.32,167.45,98.84,99.3
730,169.46,178.66,98.97,108.65
731,169.48,167.69,95.95,102.41
732,171.08,168.87,98.89,100.71
733,171.21,174.71,95.98,106.13
734,169.54,171.12,98.99,101.29
735,169.57,170.61,98.98,102.1
736,171.23,171.12,98.97,101.12
737,171.18,173.1,98.97,104.47
738,171.17,169.52,99.08,102.63
739,171.14,171.31,99.03,104.03
740,171.53,167.68,99.32,99.47
741,171.18,171.1,103.03,101.38
742,171.24,170.61,101.9,106.33
743,171.25,170.97,101.87,104.07
744,171.47,168.49,102.19,100.39
745,171.24,171.07,101.89,104.13
746,171.53,171.15,99.4,102.49
747,171.25,170.57,101.79,100.82
748,171.26,169.41,101.82,102.53
749,171.23,166.88,101.74,100.0
750,171.31,169.47,101.77,101.3
751,171.14,171.15,102.91,99.4
752,171.08,170.53,101.77,103.63
753,171.08,166.97,101.73,99.93
754,171.45,168.06,102.13,102.64
755,171.17,168.14,101.82,99.82
756,171.17,170.86,101.83,103.96
757,167.98,168.75,100.15,98.75
758,167.9,166.15,100.13,100.98
759,167.93,169.3,99.04,102.42
760,171.13,168.76,101.69,102.0
761,171.14,169.2,101.68,102.44
762,167.92,170.99,100.16,103.99
